pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F	pheno_type	nsamples_CAD_SOFT_0	nsamples_CAD_SOFT_1	nsamples_CAD_SOFT_0_T	nsamples_CAD_SOFT_1_T	keep
41271_865	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	865 Injury to spleen	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	396	340546	ICD9-10_OPCS4	309283	31659	215	181	TRUE
41271_869	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	869 Internal injury to unspecified or ill-defined organs	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	94	340848	ICD9-10_OPCS4	309283	31659	68	26	FALSE
41271_870	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	870 Open wound of ocular adnexa	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	130	340812	ICD9-10_OPCS4	309283	31659	108	22	FALSE
41271_871	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	871 Open wound of eyeball	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	56	340886	ICD9-10_OPCS4	309283	31659	45	11	FALSE
41271_872	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	872 Open wound of ear	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	61	340881	ICD9-10_OPCS4	309283	31659	53	8	FALSE
41271_873	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	873 Other open wound of head	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	105	340837	ICD9-10_OPCS4	309283	31659	97	8	FALSE
41271_878	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	878 Open wound of genital organs (external), including traumatic amputation	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	330	340612	ICD9-10_OPCS4	309283	31659	266	64	FALSE
41271_879	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	879 Open wound of other and unspecified sites, except limbs	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	236	340706	ICD9-10_OPCS4	309283	31659	203	33	FALSE
41271_880	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	880 Open wound of shoulder and upper arm	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	221	340721	ICD9-10_OPCS4	309283	31659	181	40	FALSE
41271_881	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	881 Open wound of elbow, forearm and wrist	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	102	340840	ICD9-10_OPCS4	309283	31659	88	14	FALSE
41271_882	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	882 Open wound of hand except finger(s) alone	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	111	340831	ICD9-10_OPCS4	309283	31659	90	21	FALSE
41271_883	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	883 Open wound of finger(s)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	178	340764	ICD9-10_OPCS4	309283	31659	148	30	FALSE
41271_884	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	884 Multiple and unspecified open wound of upper limb	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	207	340735	ICD9-10_OPCS4	309283	31659	173	34	FALSE
41271_885	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	885 Traumatic amputation of thumb (complete) (partial)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	119	340823	ICD9-10_OPCS4	309283	31659	106	13	FALSE
41271_886	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	886 Traumatic amputation of other finger(s) (complete) (partial)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	149	340793	ICD9-10_OPCS4	309283	31659	126	23	FALSE
41271_887	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	887 Traumatic amputation of arm and hand (complete) (partial)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	132	340810	ICD9-10_OPCS4	309283	31659	117	15	FALSE
41271_890	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	890 Open wound of hip and thigh	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	1280	339662	ICD9-10_OPCS4	309283	31659	1085	195	TRUE
41271_893	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	893 Open wound of toe(s)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	53	340889	ICD9-10_OPCS4	309283	31659	48	5	FALSE
41271_905	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	905 Late effects of musculoskeletal and connective tissue injuries	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	77	340865	ICD9-10_OPCS4	309283	31659	63	14	FALSE
41271_906	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	906 Late effects of injuries to skin and subcutaneous tissues	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	56	340886	ICD9-10_OPCS4	309283	31659	47	9	FALSE
41271_909	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	909 Late effects of other and unspecified external causes	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	669	340273	ICD9-10_OPCS4	309283	31659	569	100	TRUE
41271_918	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	918 Superficial injury of eye and adnexa	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	67	340875	ICD9-10_OPCS4	309283	31659	50	17	FALSE
41271_919	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	919 Superficial injury of other, multiple and unspecified sites	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	50	340892	ICD9-10_OPCS4	309283	31659	47	3	FALSE
41271_920	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	920 Contusion of face, scalp, and neck except eye(s)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	205	340737	ICD9-10_OPCS4	309283	31659	182	23	FALSE
41271_921	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	921 Contusion of eye and adnexa	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	123	340819	ICD9-10_OPCS4	309283	31659	99	24	FALSE
41271_927	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	927 Crushing injury of upper limb	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	97	340845	ICD9-10_OPCS4	309283	31659	89	8	FALSE
41271_928	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	928 Crushing injury of lower limb	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	131	340811	ICD9-10_OPCS4	309283	31659	118	13	FALSE
41271_946	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	946 Burns of multiple specified sites	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	125	340817	ICD9-10_OPCS4	309283	31659	116	9	FALSE
41271_959	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	959 Injury, other and unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	169	340773	ICD9-10_OPCS4	309283	31659	151	18	FALSE
41271_960	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	960 Poisoning by antibiotics	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	117	340825	ICD9-10_OPCS4	309283	31659	95	22	FALSE
41271_965	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	965 Poisoning by analgesics, antipyretics and antirheumatics	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	159	340783	ICD9-10_OPCS4	309283	31659	130	29	FALSE
41271_966	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	966 Poisoning by anticonvulsants and anti-parkinsonism drugs	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	58	340884	ICD9-10_OPCS4	309283	31659	49	9	FALSE
41271_969	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	969 Poisoning by psychotropic agents	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	157	340785	ICD9-10_OPCS4	309283	31659	112	45	FALSE
41271_979	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	979 Poisoning by other vaccines and biological substances	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	108	340834	ICD9-10_OPCS4	309283	31659	83	25	FALSE
41271_988	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	988 Toxic effect of noxious substances eaten as food	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	54	340888	ICD9-10_OPCS4	309283	31659	44	10	FALSE
41271_989	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	989 Toxic effect of other substances, chiefly nonmedicinal as to source	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	115	340827	ICD9-10_OPCS4	309283	31659	90	25	FALSE
41271_993	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	993 Effects of air pressure	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	106	340836	ICD9-10_OPCS4	309283	31659	86	20	FALSE
41271_996	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	996 Complications peculiar to certain specified procedures	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	83	340859	ICD9-10_OPCS4	309283	31659	66	17	FALSE
41271_997	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	997 Complications affecting specified body systems, not elsewhere classified	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	322	340620	ICD9-10_OPCS4	309283	31659	259	63	FALSE
41271_998	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	998 Other complications of procedures, not elsewhere classified	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	283	340659	ICD9-10_OPCS4	309283	31659	234	49	FALSE
41271_999	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	999 Complications of medical care, not elsewhere classified	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	289	340653	ICD9-10_OPCS4	309283	31659	235	54	FALSE
41271_V10	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V10 Personal history of malignant neoplasm	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	83	340859	ICD9-10_OPCS4	309283	31659	69	14	FALSE
41271_V12	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V12 Personal history of certain other diseases	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	126	340816	ICD9-10_OPCS4	309283	31659	92	34	FALSE
41271_V13	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V13 Personal history of other diseases	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	99	340843	ICD9-10_OPCS4	309283	31659	80	19	FALSE
41271_V22	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V22 Normal pregnancy	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	55	340887	ICD9-10_OPCS4	309283	31659	54	1	FALSE
41271_V25	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V25 Contraceptive management	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	1990	338952	ICD9-10_OPCS4	309283	31659	1829	161	TRUE
41271_V26	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V26 Procreative management	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	79	340863	ICD9-10_OPCS4	309283	31659	72	7	FALSE
41271_V54	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V54 Other orthopaedic aftercare	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	147	340795	ICD9-10_OPCS4	309283	31659	132	15	FALSE
41271_V57	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V57 Care involving use of rehabilitation procedures	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	50	340892	ICD9-10_OPCS4	309283	31659	25	25	FALSE
41271_V58	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V58 Other and unspecified aftercare	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	398	340544	ICD9-10_OPCS4	309283	31659	346	52	FALSE
41271_V64	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V64 Encounters for specific procedures, not carried out	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	254	340688	ICD9-10_OPCS4	309283	31659	217	37	FALSE
41271_V65	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V65 Other persons seeking consultation without complaint or sickness	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	65	340877	ICD9-10_OPCS4	309283	31659	61	4	FALSE
41271_V66	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V66 Convalescence	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	55	340887	ICD9-10_OPCS4	309283	31659	46	9	FALSE
41271_V71	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V71 Observation and evaluation for suspected conditions	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	183	340759	ICD9-10_OPCS4	309283	31659	154	29	FALSE
41271_V72	41271	Diagnoses - ICD9	Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses)	Primary	Unisex	87	V72 Special investigations and examinations	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	103	340839	ICD9-10_OPCS4	309283	31659	79	24	FALSE
41272_A02	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A02 Excision of lesion of tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	481	340461	ICD9-10_OPCS4	309283	31659	440	41	FALSE
41272_A03	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A03 Stereotactic ablation of tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	97	340845	ICD9-10_OPCS4	309283	31659	87	10	FALSE
41272_A04	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A04 Open biopsy of lesion of tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	56	340886	ICD9-10_OPCS4	309283	31659	49	7	FALSE
41272_A05	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A05 Drainage of lesion of tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	86	340856	ICD9-10_OPCS4	309283	31659	68	18	FALSE
41272_A08	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A08 Other biopsy of lesion of tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	150	340792	ICD9-10_OPCS4	309283	31659	133	17	FALSE
41272_A09	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A09 Neurostimulation of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	83	340859	ICD9-10_OPCS4	309283	31659	71	12	FALSE
41272_A10	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A10 Other operations on tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	199	340743	ICD9-10_OPCS4	309283	31659	175	24	FALSE
41272_A11	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A11 Operations on tissue of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	65	340877	ICD9-10_OPCS4	309283	31659	57	8	FALSE
41272_A12	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A12 Creation of connection from ventricle of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	176	340766	ICD9-10_OPCS4	309283	31659	150	26	FALSE
41272_A14	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A14 Other operations on connection from ventricle of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	57	340885	ICD9-10_OPCS4	309283	31659	48	9	FALSE
41272_A20	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A20 Other operations on ventricle of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	237	340705	ICD9-10_OPCS4	309283	31659	200	37	FALSE
41272_A29	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A29 Excision of lesion of cranial nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	132	340810	ICD9-10_OPCS4	309283	31659	117	15	FALSE
41272_A32	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A32 Other decompression of cranial nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	127	340815	ICD9-10_OPCS4	309283	31659	119	8	FALSE
41272_A36	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A36 Other operations on cranial nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	62	340880	ICD9-10_OPCS4	309283	31659	52	10	FALSE
41272_A38	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A38 Extirpation of lesion of meninges of brain	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	289	340653	ICD9-10_OPCS4	309283	31659	264	25	FALSE
41272_A39	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A39 Repair of dura	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	189	340753	ICD9-10_OPCS4	309283	31659	166	23	FALSE
41272_A40	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A40 Drainage of extradural space	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	54	340888	ICD9-10_OPCS4	309283	31659	50	4	FALSE
41272_A41	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A41 Drainage of subdural space	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	263	340679	ICD9-10_OPCS4	309283	31659	197	66	FALSE
41272_A44	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A44 Partial extirpation of spinal cord	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	100	340842	ICD9-10_OPCS4	309283	31659	88	12	FALSE
41272_A48	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A48 Other operations on spinal cord	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	217	340725	ICD9-10_OPCS4	309283	31659	179	38	FALSE
41272_A51	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A51 Other operations on meninges of spinal cord	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	110	340832	ICD9-10_OPCS4	309283	31659	85	25	FALSE
41272_A52	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A52 Therapeutic epidural injection	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	4887	336055	ICD9-10_OPCS4	309283	31659	4012	875	TRUE
41272_A53	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A53 Drainage of spinal canal	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	129	340813	ICD9-10_OPCS4	309283	31659	117	12	FALSE
41272_A54	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A54 Therapeutic spinal puncture	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	286	340656	ICD9-10_OPCS4	309283	31659	240	46	FALSE
41272_A55	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A55 Diagnostic spinal puncture	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	5052	335890	ICD9-10_OPCS4	309283	31659	4299	753	TRUE
41272_A57	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A57 Operations on spinal nerve root	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	2880	338062	ICD9-10_OPCS4	309283	31659	2408	472	TRUE
41272_A59	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A59 Excision of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	159	340783	ICD9-10_OPCS4	309283	31659	132	27	FALSE
41272_A60	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A60 Destruction of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	297	340645	ICD9-10_OPCS4	309283	31659	237	60	FALSE
41272_A61	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A61 Extirpation of lesion of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	1414	339528	ICD9-10_OPCS4	309283	31659	1303	111	TRUE
41272_A62	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A62 Microsurgical repair of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	228	340714	ICD9-10_OPCS4	309283	31659	205	23	FALSE
41272_A64	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A64 Other repair of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	474	340468	ICD9-10_OPCS4	309283	31659	434	40	FALSE
41272_A65	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A65 Release of entrapment of peripheral nerve at wrist	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	8754	332188	ICD9-10_OPCS4	309283	31659	7484	1270	TRUE
41272_A67	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A67 Release of entrapment of peripheral nerve at other site	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	823	340119	ICD9-10_OPCS4	309283	31659	657	166	TRUE
41272_A68	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A68 Other release of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	329	340613	ICD9-10_OPCS4	309283	31659	265	64	FALSE
41272_A69	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A69 Revision of release of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	137	340805	ICD9-10_OPCS4	309283	31659	107	30	FALSE
41272_A70	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A70 Neurostimulation of peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	565	340377	ICD9-10_OPCS4	309283	31659	475	90	FALSE
41272_A73	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A73 Other operations on peripheral nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	2163	338779	ICD9-10_OPCS4	309283	31659	1781	382	TRUE
41272_A75	41272	Operative procedures - OPCS4	Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations)	Primary	Unisex	240	A75 Excision of sympathetic nerve	CAT_SINGLE	CAT_SINGLE_UNORDERED	340942	60	340882	ICD9-10_OPCS4	309283	31659	49	11	FALSE
